,ENLISH,ENCODED
38004,I don't like people who get angry easily.,J!epo(u!mjlf!qfpqmf!xip!hfu!bohsz!fbtjmz/
38005,I don't like the way Tom makes spaghetti.,J!epo(u!mjlf!uif!xbz!Upn!nblft!tqbhifuuj/
38006,I don't like to wear shoes without socks.,J!epo(u!mjlf!up!xfbs!tipft!xjuipvu!tpdlt/
38007,I don't like working on an empty stomach.,J!epo(u!mjlf!xpsljoh!po!bo!fnquz!tupnbdi/
38008,I don't need to use a wheelchair anymore.,J!epo(u!offe!up!vtf!b!xiffmdibjs!boznpsf/
38009,I don't speak French as well as Tom does.,J!epo(u!tqfbl!Gsfodi!bt!xfmm!bt!Upn!epft/
38010,I don't think I'd like to live in Boston.,J!epo(u!uijol!J(e!mjlf!up!mjwf!jo!Cptupo/
38011,I don't think Tom is allergic to peanuts.,J!epo(u!uijol!Upn!jt!bmmfshjd!up!qfbovut/
38012,I don't think she takes after her mother.,J!epo(u!uijol!tif!ublft!bgufs!ifs!npuifs/
38013,I don't think that Tom is claustrophobic.,J!epo(u!uijol!uibu!Upn!jt!dmbvtuspqipcjd/
38014,I don't understand Dutch. It's difficult.,J!epo(u!voefstuboe!Evudi/!Ju(t!ejggjdvmu/
38015,I don't understand a thing you're saying.,J!epo(u!voefstuboe!b!uijoh!zpv(sf!tbzjoh/
38016,I don't understand the rules of the game.,J!epo(u!voefstuboe!uif!svmft!pg!uif!hbnf/
38017,I expect everybody will do that tomorrow.,J!fyqfdu!fwfszcpez!xjmm!ep!uibu!upnpsspx/
38018,I feel sick when I get up in the morning.,J!gffm!tjdl!xifo!J!hfu!vq!jo!uif!npsojoh/
38019,I fell asleep before my father came home.,J!gfmm!btmffq!cfgpsf!nz!gbuifs!dbnf!ipnf/
38020,I forgot that Tom used to live in Boston.,J!gpshpu!uibu!Upn!vtfe!up!mjwf!jo!Cptupo/
38021,I go to a restaurant once in a blue moon.,J!hp!up!b!sftubvsbou!podf!jo!b!cmvf!nppo/
38022,I go to the library at least once a week.,J!hp!up!uif!mjcsbsz!bu!mfbtu!podf!b!xffl/
38023,I got acquainted with my wife at a party.,J!hpu!bdrvbjoufe!xjui!nz!xjgf!bu!b!qbsuz/
38024,I had difficulty in solving this problem.,J!ibe!ejggjdvmuz!jo!tpmwjoh!uijt!qspcmfn/
38025,I had no difficulty in finding his house.,J!ibe!op!ejggjdvmuz!jo!gjoejoh!ijt!ipvtf/
38026,I had to give Tom time to think about it.,J!ibe!up!hjwf!Upn!ujnf!up!uijol!bcpvu!ju/
38027,I hate it when there are a lot of people.,J!ibuf!ju!xifo!uifsf!bsf!b!mpu!pg!qfpqmf/
38028,I have a boss who's much younger than me.,J!ibwf!b!cptt!xip(t!nvdi!zpvohfs!uibo!nf/
38029,I have an outstanding debt of 10 dollars.,J!ibwf!bo!pvutuboejoh!efcu!pg!21!epmmbst/
38030,I have no idea what you're talking about.,J!ibwf!op!jefb!xibu!zpv(sf!ubmljoh!bcpvu/
38031,I have three French-English dictionaries.,J!ibwf!uisff!Gsfodi.Fohmjti!ejdujpobsjft/
38032,I haven't eaten asparagus in a long time.,J!ibwfo(u!fbufo!btqbsbhvt!jo!b!mpoh!ujnf/
38033,I haven't felt like this for a long time.,J!ibwfo(u!gfmu!mjlf!uijt!gps!b!mpoh!ujnf/
38034,I haven't heard that joke in a long time.,J!ibwfo(u!ifbse!uibu!kplf!jo!b!mpoh!ujnf/
38035,I just wanted to ask you a few questions.,J!kvtu!xboufe!up!btl!zpv!b!gfx!rvftujpot/
38036,I just wanted to ask you a few questions.,J!kvtu!xboufe!up!btl!zpv!b!gfx!rvftujpot/
38037,I just wanted to ask you a few questions.,J!kvtu!xboufe!up!btl!zpv!b!gfx!rvftujpot/
38038,I know Tom isn't a very good snowboarder.,J!lopx!Upn!jto(u!b!wfsz!hppe!topxcpbsefs/
38039,I know exactly what you were going to do.,J!lopx!fybdumz!xibu!zpv!xfsf!hpjoh!up!ep/
38040,I know where we can get something to eat.,J!lopx!xifsf!xf!dbo!hfu!tpnfuijoh!up!fbu/
38041,"I like music, especially classical music.",J!mjlf!nvtjd-!ftqfdjbmmz!dmbttjdbm!nvtjd/
38042,I like the atmosphere of this restaurant.,J!mjlf!uif!bunptqifsf!pg!uijt!sftubvsbou/
38043,I lived in Boston for almost three years.,J!mjwfe!jo!Cptupo!gps!bmnptu!uisff!zfbst/
38044,I lost interest in money a long time ago.,J!mptu!joufsftu!jo!npofz!b!mpoh!ujnf!bhp/
38045,I need your answer before the day's over.,J!offe!zpvs!botxfs!cfgpsf!uif!ebz(t!pwfs/
38046,I need your answer by the end of the day.,J!offe!zpvs!botxfs!cz!uif!foe!pg!uif!ebz/
38047,I often played baseball when I was young.,J!pgufo!qmbzfe!cbtfcbmm!xifo!J!xbt!zpvoh/
38048,I often wear blue jeans and a blue shirt.,J!pgufo!xfbs!cmvf!kfbot!boe!b!cmvf!tijsu/
38049,I often wear blue jeans and a blue shirt.,J!pgufo!xfbs!cmvf!kfbot!boe!b!cmvf!tijsu/
38050,I prayed that my father would forgive me.,J!qsbzfe!uibu!nz!gbuifs!xpvme!gpshjwf!nf/
38051,I prefer to take a shower in the morning.,J!qsfgfs!up!ublf!b!tipxfs!jo!uif!npsojoh/
38052,I prefer to take a shower in the morning.,J!qsfgfs!up!ublf!b!tipxfs!jo!uif!npsojoh/
38053,I realized that cats can see in the dark.,J!sfbmj{fe!uibu!dbut!dbo!tff!jo!uif!ebsl/
38054,I respect those who always do their best.,J!sftqfdu!uiptf!xip!bmxbzt!ep!uifjs!cftu/
38055,I stayed at my uncle's during the summer.,J!tubzfe!bu!nz!vodmf(t!evsjoh!uif!tvnnfs/
38056,I still have the book from last semester.,J!tujmm!ibwf!uif!cppl!gspn!mbtu!tfnftufs/
38057,I stopped and waited for the car to pass.,J!tupqqfe!boe!xbjufe!gps!uif!dbs!up!qbtt/
38058,I suggest that we stay home and watch TV.,J!tvhhftu!uibu!xf!tubz!ipnf!boe!xbudi!UW/
38059,I suggest that you try to get some sleep.,J!tvhhftu!uibu!zpv!usz!up!hfu!tpnf!tmffq/
38060,I take an umbrella with me when I go out.,J!ublf!bo!vncsfmmb!xjui!nf!xifo!J!hp!pvu/
38061,I think I was the one who suggested that.,J!uijol!J!xbt!uif!pof!xip!tvhhftufe!uibu/
38062,I think I'll start with a bottle of beer.,J!uijol!J(mm!tubsu!xjui!b!cpuumf!pg!cffs/
38063,I think it's important to tell the truth.,J!uijol!ju(t!jnqpsubou!up!ufmm!uif!usvui/
38064,I think you need to find yourselves jobs.,J!uijol!zpv!offe!up!gjoe!zpvstfmwft!kpct/
38065,I thought Tom was still living in Boston.,J!uipvhiu!Upn!xbt!tujmm!mjwjoh!jo!Cptupo/
38066,I translated the poem as well as I could.,J!usbotmbufe!uif!qpfn!bt!xfmm!bt!J!dpvme/
38067,I want to know where you were last night.,J!xbou!up!lopx!xifsf!zpv!xfsf!mbtu!ojhiu/
38068,I want to spend more time with my family.,J!xbou!up!tqfoe!npsf!ujnf!xjui!nz!gbnjmz/
38069,I want you to do that before you go home.,J!xbou!zpv!up!ep!uibu!cfgpsf!zpv!hp!ipnf/
38070,I want you to go back over to other side.,J!xbou!zpv!up!hp!cbdl!pwfs!up!puifs!tjef/
38071,I was relieved to hear that he was alive.,J!xbt!sfmjfwfe!up!ifbs!uibu!if!xbt!bmjwf/
38072,I was surprised by his sudden appearance.,J!xbt!tvsqsjtfe!cz!ijt!tveefo!bqqfbsbodf/
38073,I was surprised by the news this morning.,J!xbt!tvsqsjtfe!cz!uif!ofxt!uijt!npsojoh/
38074,I will ask him where he went last Sunday.,J!xjmm!btl!ijn!xifsf!if!xfou!mbtu!Tvoebz/
38075,I wonder if Tom still lives in Australia.,J!xpoefs!jg!Upn!tujmm!mjwft!jo!Bvtusbmjb/
38076,I wonder if life exists on other planets.,J!xpoefs!jg!mjgf!fyjtut!po!puifs!qmbofut/
38077,I wonder why Tom wants to buy that house.,J!xpoefs!xiz!Upn!xbout!up!cvz!uibu!ipvtf/
38078,I'd appreciate it if you did that for me.,J(e!bqqsfdjbuf!ju!jg!zpv!eje!uibu!gps!nf/
38079,I'll call them tomorrow when I come back.,J(mm!dbmm!uifn!upnpsspx!xifo!J!dpnf!cbdl/
38080,I'll call them tomorrow when I come back.,J(mm!dbmm!uifn!upnpsspx!xifo!J!dpnf!cbdl/
38081,I'll let you know as soon as I get there.,J(mm!mfu!zpv!lopx!bt!tppo!bt!J!hfu!uifsf/
38082,I'm afraid he will never admit his guilt.,J(n!bgsbje!if!xjmm!ofwfs!benju!ijt!hvjmu/
38083,I'm almost certain that we can trust Tom.,J(n!bmnptu!dfsubjo!uibu!xf!dbo!usvtu!Upn/
38084,I'm going to stay for another day or two.,J(n!hpjoh!up!tubz!gps!bopuifs!ebz!ps!uxp/
38085,I'm not accustomed to speaking in public.,J(n!opu!bddvtupnfe!up!tqfbljoh!jo!qvcmjd/
38086,I'm not sure whether Tom can swim or not.,J(n!opu!tvsf!xifuifs!Upn!dbo!txjn!ps!opu/
38087,I'm sorry I couldn't write to you sooner.,J(n!tpssz!J!dpvmeo(u!xsjuf!up!zpv!tppofs/
38088,I'm sorry that I broke your antique lamp.,J(n!tpssz!uibu!J!csplf!zpvs!boujrvf!mbnq/
38089,"I'm sorry, I don't know what else to say.",J(n!tpssz-!J!epo(u!lopx!xibu!fmtf!up!tbz/
38090,"I'm sorry, I don't know what else to say.",J(n!tpssz-!J!epo(u!lopx!xibu!fmtf!up!tbz/
38091,I'm sorry. Would you mind turning around?,J(n!tpssz/!Xpvme!zpv!njoe!uvsojoh!bspvoe@
38092,I'm sorry. Would you mind turning around?,J(n!tpssz/!Xpvme!zpv!njoe!uvsojoh!bspvoe@
38093,I'm sure that I'll win that tennis match.,J(n!tvsf!uibu!J(mm!xjo!uibu!ufoojt!nbudi/
38094,I'm sure you're going to like this lunch.,J(n!tvsf!zpv(sf!hpjoh!up!mjlf!uijt!mvodi/
38095,I'm the one who always washes the dishes.,J(n!uif!pof!xip!bmxbzt!xbtift!uif!ejtift/
38096,I'm the only person who wants to do that.,J(n!uif!pomz!qfstpo!xip!xbout!up!ep!uibu/
38097,I'm very happy to make your acquaintance.,J(n!wfsz!ibqqz!up!nblf!zpvs!bdrvbjoubodf/
38098,I'm wearing my swimsuit under my clothes.,J(n!xfbsjoh!nz!txjntvju!voefs!nz!dmpuift/
38099,I've been looking forward to meeting you.,J(wf!cffo!mppljoh!gpsxbse!up!nffujoh!zpv/
38100,I've decided to try doing that by myself.,J(wf!efdjefe!up!usz!epjoh!uibu!cz!nztfmg/
38101,I've got a lot of things to do this week.,J(wf!hpu!b!mpu!pg!uijoht!up!ep!uijt!xffl/
38102,"If I had known it, I would have told you.",Jg!J!ibe!lopxo!ju-!J!xpvme!ibwf!upme!zpv/
38103,"If I miss the train, I'll get on the bus.",Jg!J!njtt!uif!usbjo-!J(mm!hfu!po!uif!cvt/
38104,"If I were you, I would apply for the job.",Jg!J!xfsf!zpv-!J!xpvme!bqqmz!gps!uif!kpc/
38105,"If I were you, I wouldn't have done that.",Jg!J!xfsf!zpv-!J!xpvmeo(u!ibwf!epof!uibu/
38106,"If he's fluent in English, I'll hire him.",Jg!if(t!gmvfou!jo!Fohmjti-!J(mm!ijsf!ijn/
38107,"If it rains tomorrow, we'll stay at home.",Jg!ju!sbjot!upnpsspx-!xf(mm!tubz!bu!ipnf/
38108,"If you don't leave, I'm calling the cops.",Jg!zpv!epo(u!mfbwf-!J(n!dbmmjoh!uif!dpqt/
38109,"If you go fishing tomorrow, I'll go, too.",Jg!zpv!hp!gjtijoh!upnpsspx-!J(mm!hp-!upp/
38110,"If you want to be slim, follow this diet.",Jg!zpv!xbou!up!cf!tmjn-!gpmmpx!uijt!ejfu/
38111,It is said that there is no life on Mars.,Ju!jt!tbje!uibu!uifsf!jt!op!mjgf!po!Nbst/
38112,It is too good of an opportunity to miss.,Ju!jt!upp!hppe!pg!bo!pqqpsuvojuz!up!njtt/
38113,It is up to you whether to buy it or not.,Ju!jt!vq!up!zpv!xifuifs!up!cvz!ju!ps!opu/
38114,It took me three hours to do my homework.,Ju!uppl!nf!uisff!ipvst!up!ep!nz!ipnfxpsl/
38115,It was Marie Curie who discovered radium.,Ju!xbt!Nbsjf!Dvsjf!xip!ejtdpwfsfe!sbejvn/
38116,"It was already late, so I went back home.",Ju!xbt!bmsfbez!mbuf-!tp!J!xfou!cbdl!ipnf/
38117,It was foolish of him to do such a thing.,Ju!xbt!gppmjti!pg!ijn!up!ep!tvdi!b!uijoh/
38118,It was near the river that I lost my way.,Ju!xbt!ofbs!uif!sjwfs!uibu!J!mptu!nz!xbz/
38119,It was obvious that it would be this way.,Ju!xbt!pcwjpvt!uibu!ju!xpvme!cf!uijt!xbz/
38120,It will be hard for you to speak English.,Ju!xjmm!cf!ibse!gps!zpv!up!tqfbl!Fohmjti/
38121,It'd be better if you would come with me.,Ju(e!cf!cfuufs!jg!zpv!xpvme!dpnf!xjui!nf/
38122,It'll be forgotten in a few months' time.,Ju(mm!cf!gpshpuufo!jo!b!gfx!npouit(!ujnf/
38123,It's about time you went to the barber's.,Ju(t!bcpvu!ujnf!zpv!xfou!up!uif!cbscfs(t/
38124,It's hard to imagine a life without pets.,Ju(t!ibse!up!jnbhjof!b!mjgf!xjuipvu!qfut/
38125,"It's raining, so you should stay at home.",Ju(t!sbjojoh-!tp!zpv!tipvme!tubz!bu!ipnf/
38126,It's very important to respect the rules.,Ju(t!wfsz!jnqpsubou!up!sftqfdu!uif!svmft/
38127,Jiro Akagawa has written over 480 novels.,Kjsp!Blbhbxb!ibt!xsjuufo!pwfs!591!opwfmt/
38128,Languages are subject to constant change.,Mbohvbhft!bsf!tvckfdu!up!dpotubou!dibohf/
38129,Lansing is the state capital of Michigan.,Mbotjoh!jt!uif!tubuf!dbqjubm!pg!Njdijhbo/
38130,Leave us alone and we'll leave you alone.,Mfbwf!vt!bmpof!boe!xf(mm!mfbwf!zpv!bmpof/
38131,"Left alone, the little girl began to cry.",Mfgu!bmpof-!uif!mjuumf!hjsm!cfhbo!up!dsz/
38132,Let me know about the result of the exam.,Mfu!nf!lopx!bcpvu!uif!sftvmu!pg!uif!fybn/
38133,Let me know when you’re going to leave.,Mfu!nf!lopx!xifo!zpv‚sf!hpjoh!up!mfbwf/
38134,Life begins when you're ready to live it.,Mjgf!cfhjot!xifo!zpv(sf!sfbez!up!mjwf!ju/
38135,Little children like to touch everything.,Mjuumf!dijmesfo!mjlf!up!upvdi!fwfszuijoh/
38136,Look both ways before you cross the road.,Mppl!cpui!xbzt!cfgpsf!zpv!dsptt!uif!spbe/
38137,Look up the new words in your dictionary.,Mppl!vq!uif!ofx!xpset!jo!zpvs!ejdujpobsz/
38138,Look up the new words in your dictionary.,Mppl!vq!uif!ofx!xpset!jo!zpvs!ejdujpobsz/
38139,Mandarin oranges have a lot of vitamin C.,Nboebsjo!psbohft!ibwf!b!mpu!pg!wjubnjo!D/
38140,Many kinds of flowers will come out soon.,Nboz!ljoet!pg!gmpxfst!xjmm!dpnf!pvu!tppo/
38141,Maybe there is someone else in the house.,Nbzcf!uifsf!jt!tpnfpof!fmtf!jo!uif!ipvtf/
38142,Mercury is the closest planet to the sun.,Nfsdvsz!jt!uif!dmptftu!qmbofu!up!uif!tvo/
38143,Mercury is the nearest planet to the sun.,Nfsdvsz!jt!uif!ofbsftu!qmbofu!up!uif!tvo/
38144,Mercury is the planet nearest to the sun.,Nfsdvsz!jt!uif!qmbofu!ofbsftu!up!uif!tvo/
38145,Most people write about their daily life.,Nptu!qfpqmf!xsjuf!bcpvu!uifjs!ebjmz!mjgf/
38146,My brother has been sick since yesterday.,Nz!cspuifs!ibt!cffo!tjdl!tjodf!zftufsebz/
38147,My brother insisted on going there alone.,Nz!cspuifs!jotjtufe!po!hpjoh!uifsf!bmpof/
38148,My brother is big enough to travel alone.,Nz!cspuifs!jt!cjh!fopvhi!up!usbwfm!bmpof/
38149,My dream is to travel in a space shuttle.,Nz!esfbn!jt!up!usbwfm!jo!b!tqbdf!tivuumf/
38150,My friends will give me a party tomorrow.,Nz!gsjfoet!xjmm!hjwf!nf!b!qbsuz!upnpsspx/
38151,My gas bill for last month was very high.,Nz!hbt!cjmm!gps!mbtu!npoui!xbt!wfsz!ijhi/
38152,My grandfather always sits in this chair.,Nz!hsboegbuifs!bmxbzt!tjut!jo!uijt!dibjs/
38153,My life would be meaningless without you.,Nz!mjgf!xpvme!cf!nfbojohmftt!xjuipvu!zpv/
38154,My life would be meaningless without you.,Nz!mjgf!xpvme!cf!nfbojohmftt!xjuipvu!zpv/
38155,My little sister can read books well now.,Nz!mjuumf!tjtufs!dbo!sfbe!cpplt!xfmm!opx/
38156,My mother has been sick since last month.,Nz!npuifs!ibt!cffo!tjdl!tjodf!mbtu!npoui/
38157,My room is three times as large as yours.,Nz!sppn!jt!uisff!ujnft!bt!mbshf!bt!zpvst/
38158,My sister is in love with my best friend.,Nz!tjtufs!jt!jo!mpwf!xjui!nz!cftu!gsjfoe/
38159,My sister is three years older than I am.,Nz!tjtufs!jt!uisff!zfbst!pmefs!uibo!J!bn/
38160,Never compare your wife to another woman.,Ofwfs!dpnqbsf!zpvs!xjgf!up!bopuifs!xpnbo/
38161,No one in his class is faster than he is.,Op!pof!jo!ijt!dmbtt!jt!gbtufs!uibo!if!jt/
38162,No wild tigers are to be found in Africa.,Op!xjme!ujhfst!bsf!up!cf!gpvoe!jo!Bgsjdb/
38163,No words can express how amazing you are.,Op!xpset!dbo!fyqsftt!ipx!bnb{joh!zpv!bsf/
38164,Norway has a very low population density.,Opsxbz!ibt!b!wfsz!mpx!qpqvmbujpo!efotjuz/
38165,Not every book on the desk belongs to me.,Opu!fwfsz!cppl!po!uif!eftl!cfmpoht!up!nf/
38166,"Oh, so you think you're a tough guy, huh?",Pi-!tp!zpv!uijol!zpv(sf!b!upvhi!hvz-!ivi@
38167,"Once you cross the river, you'll be safe.",Podf!zpv!dsptt!uif!sjwfs-!zpv(mm!cf!tbgf/
38168,One is Japanese and the other is Italian.,Pof!jt!Kbqboftf!boe!uif!puifs!jt!Jubmjbo/
38169,Our teacher separated us into two groups.,Pvs!ufbdifs!tfqbsbufe!vt!joup!uxp!hspvqt/
38170,Perhaps she doesn't remember my birthday.,Qfsibqt!tif!epfto(u!sfnfncfs!nz!cjsuiebz/
38171,Personal liberty is diminishing nowadays.,Qfstpobm!mjcfsuz!jt!ejnjojtijoh!opxbebzt/
38172,Please call me at seven tomorrow morning.,Qmfbtf!dbmm!nf!bu!tfwfo!upnpsspx!npsojoh/
38173,Please don't write letters to me anymore.,Qmfbtf!epo(u!xsjuf!mfuufst!up!nf!boznpsf/
38174,Please tell me how to get to the airport.,Qmfbtf!ufmm!nf!ipx!up!hfu!up!uif!bjsqpsu/
38175,Please tell me how to get to the airport.,Qmfbtf!ufmm!nf!ipx!up!hfu!up!uif!bjsqpsu/
38176,Please turn in your homework by tomorrow.,Qmfbtf!uvso!jo!zpvs!ipnfxpsl!cz!upnpsspx/
38177,Pneumonia causes difficulty in breathing.,Qofvnpojb!dbvtft!ejggjdvmuz!jo!csfbuijoh/
38178,"Regardless what he does, he does it well.",Sfhbsemftt!xibu!if!epft-!if!epft!ju!xfmm/
38179,Remington spent several months in Havana.,Sfnjohupo!tqfou!tfwfsbm!npouit!jo!Ibwbob/
38180,School was canceled because of the storm.,Tdippm!xbt!dbodfmfe!cfdbvtf!pg!uif!tupsn/
38181,Shall I buy you a ticket for the concert?,Tibmm!J!cvz!zpv!b!ujdlfu!gps!uif!dpodfsu@
38182,She advised him not to eat between meals.,Tif!bewjtfe!ijn!opu!up!fbu!cfuxffo!nfbmt/
38183,She always speaks to him in a loud voice.,Tif!bmxbzt!tqfblt!up!ijn!jo!b!mpve!wpjdf/
38184,She attacked him with a pair of scissors.,Tif!buubdlfe!ijn!xjui!b!qbjs!pg!tdjttpst/
38185,She committed suicide by hanging herself.,Tif!dpnnjuufe!tvjdjef!cz!ibohjoh!ifstfmg/
38186,She got married when she was twenty-five.,Tif!hpu!nbssjfe!xifo!tif!xbt!uxfouz.gjwf/
38187,She had gone to the concert that evening.,Tif!ibe!hpof!up!uif!dpodfsu!uibu!fwfojoh/
38188,She has a lot of respect for her teacher.,Tif!ibt!b!mpu!pg!sftqfdu!gps!ifs!ufbdifs/
38189,She is the youngest of my three children.,Tif!jt!uif!zpvohftu!pg!nz!uisff!dijmesfo/
38190,She ran outside to see what had happened.,Tif!sbo!pvutjef!up!tff!xibu!ibe!ibqqfofe/
38191,She spoke as though nothing had happened.,Tif!tqplf!bt!uipvhi!opuijoh!ibe!ibqqfofe/
38192,She turned pale when she heard that news.,Tif!uvsofe!qbmf!xifo!tif!ifbse!uibu!ofxt/
38193,She was not ashamed to ask me a question.,Tif!xbt!opu!btibnfe!up!btl!nf!b!rvftujpo/
38194,She will be able to answer your question.,Tif!xjmm!cf!bcmf!up!botxfs!zpvs!rvftujpo/
38195,She writes to her son every now and then.,Tif!xsjuft!up!ifs!tpo!fwfsz!opx!boe!uifo/
38196,She wrote down something in her notebook.,Tif!xspuf!epxo!tpnfuijoh!jo!ifs!opufcppl/
38197,She's not my girlfriend. She's my sister.,Tif(t!opu!nz!hjsmgsjfoe/!Tif(t!nz!tjtufs/
38198,"Since there were no taxis, I had to walk.",Tjodf!uifsf!xfsf!op!ubyjt-!J!ibe!up!xbml/
38199,Smoking is prohibited in this restaurant.,Tnpljoh!jt!qspijcjufe!jo!uijt!sftubvsbou/
38200,Sometimes you just want to eat chocolate.,Tpnfujnft!zpv!kvtu!xbou!up!fbu!dipdpmbuf/
38201,Sometimes you just want to eat chocolate.,Tpnfujnft!zpv!kvtu!xbou!up!fbu!dipdpmbuf/
38202,"Sooner or later, we all are going to die.",Tppofs!ps!mbufs-!xf!bmm!bsf!hpjoh!up!ejf/
38203,Stop borrowing my clothes without asking.,Tupq!cpsspxjoh!nz!dmpuift!xjuipvu!btljoh/
38204,Strawberries are expensive in the winter.,Tusbxcfssjft!bsf!fyqfotjwf!jo!uif!xjoufs/
38205,"Strictly speaking, the tomato is a fruit.",Tusjdumz!tqfbljoh-!uif!upnbup!jt!b!gsvju/
38206,Tell her that I am reading the newspaper.,Ufmm!ifs!uibu!J!bn!sfbejoh!uif!ofxtqbqfs/
38207,Thank you for helping me write my resume.,Uibol!zpv!gps!ifmqjoh!nf!xsjuf!nz!sftvnf/
38208,Thank you very much for your hospitality.,Uibol!zpv!wfsz!nvdi!gps!zpvs!iptqjubmjuz/
38209,That house with a red roof is my uncle's.,Uibu!ipvtf!xjui!b!sfe!sppg!jt!nz!vodmf(t/
38210,That sea is called the Mediterranean Sea.,Uibu!tfb!jt!dbmmfe!uif!Nfejufssbofbo!Tfb/
38211,That way I kill two birds with one stone.,Uibu!xbz!J!ljmm!uxp!cjset!xjui!pof!tupof/
38212,That's something I ought to do by myself.,Uibu(t!tpnfuijoh!J!pvhiu!up!ep!cz!nztfmg/
38213,That's why Tom doesn't have a girlfriend.,Uibu(t!xiz!Upn!epfto(u!ibwf!b!hjsmgsjfoe/
38214,The accident was due to his carelessness.,Uif!bddjefou!xbt!evf!up!ijt!dbsfmfttoftt/
38215,The affair cost me many sleepless nights.,Uif!bggbjs!dptu!nf!nboz!tmffqmftt!ojhiut/
38216,The apple doesn't fall far from the tree.,Uif!bqqmf!epfto(u!gbmm!gbs!gspn!uif!usff/
38217,The audience gave Tom a standing ovation.,Uif!bvejfodf!hbwf!Upn!b!tuboejoh!pwbujpo/
38218,The bird was covered with white feathers.,Uif!cjse!xbt!dpwfsfe!xjui!xijuf!gfbuifst/
38219,The book you gave me is very interesting.,Uif!cppl!zpv!hbwf!nf!jt!wfsz!joufsftujoh/
38220,The boy denied having stolen the bicycle.,Uif!cpz!efojfe!ibwjoh!tupmfo!uif!cjdzdmf/
38221,The building collapsed in the earthquake.,Uif!cvjmejoh!dpmmbqtfe!jo!uif!fbsuirvblf/
38222,The children made sculptures out of wire.,Uif!dijmesfo!nbef!tdvmquvsft!pvu!pg!xjsf/
38223,The city was deserted by its inhabitants.,Uif!djuz!xbt!eftfsufe!cz!jut!joibcjubout/
38224,The doctor advised that she stay at home.,Uif!epdups!bewjtfe!uibu!tif!tubz!bu!ipnf/
38225,The dog had a piece of meat in its mouth.,Uif!eph!ibe!b!qjfdf!pg!nfbu!jo!jut!npvui/
38226,The earthworm wriggled when I touched it.,Uif!fbsuixpsn!xsjhhmfe!xifo!J!upvdife!ju/
38227,The girl in the blue coat is my daughter.,Uif!hjsm!jo!uif!cmvf!dpbu!jt!nz!ebvhiufs/
38228,The girl who works at the bakery is cute.,Uif!hjsm!xip!xpslt!bu!uif!cblfsz!jt!dvuf/
38229,The girl who works at the bakery is cute.,Uif!hjsm!xip!xpslt!bu!uif!cblfsz!jt!dvuf/
38230,The library is in the center of the city.,Uif!mjcsbsz!jt!jo!uif!dfoufs!pg!uif!djuz/
38231,The library is in the middle of the city.,Uif!mjcsbsz!jt!jo!uif!njeemf!pg!uif!djuz/
38232,The moon came out from behind the clouds.,Uif!nppo!dbnf!pvu!gspn!cfijoe!uif!dmpvet/
38233,The old man stopped for a moment to rest.,Uif!pme!nbo!tupqqfe!gps!b!npnfou!up!sftu/
38234,The only thing that Tom drinks is coffee.,Uif!pomz!uijoh!uibu!Upn!esjolt!jt!dpggff/
38235,The password you have entered is invalid.,Uif!qbttxpse!zpv!ibwf!foufsfe!jt!jowbmje/
38236,The person who did that has already left.,Uif!qfstpo!xip!eje!uibu!ibt!bmsfbez!mfgu/
38237,The planet closest to the sun is Mercury.,Uif!qmbofu!dmptftu!up!uif!tvo!jt!Nfsdvsz/
38238,The planet nearest to the sun is Mercury.,Uif!qmbofu!ofbsftu!up!uif!tvo!jt!Nfsdvsz/
38239,The police caught the burglar red-handed.,Uif!qpmjdf!dbvhiu!uif!cvshmbs!sfe.iboefe/
38240,The police officers arrested the burglar.,Uif!qpmjdf!pggjdfst!bssftufe!uif!cvshmbs/
38241,The present government has many problems.,Uif!qsftfou!hpwfsonfou!ibt!nboz!qspcmfnt/
38242,The price of gold varies from day to day.,Uif!qsjdf!pg!hpme!wbsjft!gspn!ebz!up!ebz/
38243,The problem is that you're not Canadians.,Uif!qspcmfn!jt!uibu!zpv(sf!opu!Dbobejbot/
38244,The question was too difficult to answer.,Uif!rvftujpo!xbt!upp!ejggjdvmu!up!botxfs/
38245,The ship sank with all her crew on board.,Uif!tijq!tbol!xjui!bmm!ifs!dsfx!po!cpbse/
38246,The silver balls are around the red ball.,Uif!tjmwfs!cbmmt!bsf!bspvoe!uif!sfe!cbmm/
38247,The street lamps don't give enough light.,Uif!tusffu!mbnqt!epo(u!hjwf!fopvhi!mjhiu/
38248,The street lamps don't give enough light.,Uif!tusffu!mbnqt!epo(u!hjwf!fopvhi!mjhiu/
38249,The students learned many poems by heart.,Uif!tuvefout!mfbsofe!nboz!qpfnt!cz!ifbsu/
38250,The teacher can't have said such a thing.,Uif!ufbdifs!dbo(u!ibwf!tbje!tvdi!b!uijoh/
38251,The town was deserted by its inhabitants.,Uif!upxo!xbt!eftfsufe!cz!jut!joibcjubout/
38252,The town was deserted by its inhabitants.,Uif!upxo!xbt!eftfsufe!cz!jut!joibcjubout/
38253,The train strike didn't bother me at all.,Uif!usbjo!tusjlf!ejeo(u!cpuifs!nf!bu!bmm/
38254,There are many apple trees in the garden.,Uifsf!bsf!nboz!bqqmf!usfft!jo!uif!hbsefo/
38255,There are many good reasons not to do it.,Uifsf!bsf!nboz!hppe!sfbtpot!opu!up!ep!ju/
38256,There are many stars larger than our sun.,Uifsf!bsf!nboz!tubst!mbshfs!uibo!pvs!tvo/
